	p7B24h	p13D24h	p2D24h	p18D24h	p16A24h	p20B24h	p19C24h	p8A24h	p1A24h	p14C24h	p5D24h	p3C24h	p11C24h	p10D24h	p4B24h	p22C24h	p9A24h	p6C24h	o10C24h	o13A24h	o4A24h	o9D24h	o19B24h	o7C24h	o1D24h	o16B24h	o22D24h	o8B24h	o3B24h	o18C24h	o14D24h	o6D24h	o20A24h	o5A24h	o2C24h	o11B24h
PIK3C2A	0	0	2	11	1	3	4	4	0	0	1	2	2	3	2	7	2	0	3	4	1	8	3	1	3	2	5	3	2	1	6	2	2	4	2	10
NUCB2	2	2	5	36	4	0	10	3	2	4	3	0	12	6	4	27	4	6	4	1	4	21	13	8	3	7	24	3	4	3	24	1	10	5	3	23
AC107956.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124798.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NCR3LG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
AC124798.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KCNJ11	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USH1C	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTOG	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNC1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	2	0	2	0	0	0	0	0
SERGEF	1	2	5	5	1	0	3	1	0	5	6	5	1	1	0	3	0	2	0	0	1	3	6	2	0	2	5	1	0	2	5	0	5	6	2	2
AC055860.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TPH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SAAL1	0	0	0	6	2	0	0	1	0	1	1	1	1	0	0	4	0	3	0	0	0	3	0	0	0	0	4	0	0	0	3	1	2	0	0	3
SAA3P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLTPP1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SAA4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST13P5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
HPS5	0	0	1	6	3	0	2	1	0	0	2	0	0	2	0	6	0	4	0	0	2	3	4	3	1	1	4	3	2	2	3	0	0	1	1	4
GTF2H1	0	5	1	9	1	1	4	1	0	1	0	1	4	1	1	4	2	3	4	0	2	6	7	0	1	2	7	1	5	1	7	1	1	6	3	3
LDHA	0	1	0	12	2	1	14	5	5	0	2	0	5	5	2	21	3	1	2	5	1	12	15	6	6	4	20	4	2	3	25	0	9	4	3	22
AC084117.1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	3	0
LDHC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027544.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDHAL6A	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YWHABP2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	2	0	0	0	0	1
AC027544.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027544.1	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TSG101	1	4	5	26	6	2	17	3	6	1	3	3	8	3	2	19	4	3	1	1	5	12	8	4	6	13	18	4	0	3	14	3	9	8	3	13
RF00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UEVLD	1	3	1	3	0	1	3	1	2	1	1	2	0	1	0	4	2	1	1	0	2	3	1	2	1	2	5	1	0	0	2	1	0	0	0	2
SPTY2D1OS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2
SPTY2D1	1	2	2	19	2	2	7	5	0	1	2	0	4	4	2	19	2	5	3	4	2	5	8	2	6	11	5	5	1	3	14	2	0	4	7	12
AP006296.1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
TMEM86A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103974.1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	2	0	0	0
IGSF22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PTPN5	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	2	0	2	0	0	1
ZDHHC13	0	0	1	9	0	0	5	1	1	1	0	2	1	3	1	2	1	3	2	0	4	3	4	1	1	1	4	3	1	1	4	1	2	1	1	4
AC009652.2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAV2	0	1	0	3	0	1	0	0	1	3	1	0	0	1	0	1	0	1	0	1	0	1	2	0	0	1	3	1	0	1	4	1	0	0	2	3
NAV2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC009549.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HTATIP2	0	3	0	19	4	1	11	5	3	2	5	0	4	4	1	12	1	4	1	1	3	7	8	3	2	6	18	3	0	5	17	2	5	1	8	9
PRMT3	0	0	0	6	3	3	4	1	0	0	3	0	5	2	0	4	1	1	1	1	3	2	7	1	2	1	5	1	0	1	2	0	1	1	5	8
NELL1	0	1	0	3	0	0	1	2	1	0	1	0	2	1	0	1	0	0	0	0	0	3	0	0	0	3	4	0	0	1	2	1	3	0	3	4
ANO5	0	0	0	2	0	0	4	0	1	0	0	2	1	0	0	1	1	0	0	0	1	2	3	1	0	3	7	0	2	0	3	1	0	1	0	1
AC107886.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
AC104009.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC055878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2	0	0	0	7	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	2	3	1	0	1	0	1	0	0	3	0	2	0	0	1
FANCF	1	0	0	5	0	0	3	0	0	0	1	5	1	1	0	2	0	0	1	1	1	4	1	1	3	0	4	0	0	2	3	0	1	0	0	2
AC006299.1	0	1	2	5	1	0	3	1	0	0	1	0	3	0	1	3	1	0	0	0	1	1	2	3	0	0	2	0	0	0	6	2	6	0	0	2
SVIP	5	3	5	47	4	1	22	6	8	7	4	5	14	4	8	33	4	3	1	1	6	13	16	9	7	5	33	9	4	9	29	8	18	10	5	25
CCDC179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090092.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WIZP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100768.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100768.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-783P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015771.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LUZP2	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	2	3	3	0	0	3	0	0	1	3	0	2	1	0	5
AC115990.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090592.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANO3	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	3	1	0	0	0	0	0	1	0	0	0	6	1	0	0	1	0	1	0	0	1
SLC5A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FIBIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
BBOX1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBOX1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
CCDC34	0	1	3	2	0	1	0	0	2	0	0	0	1	1	1	5	0	0	0	0	1	3	2	0	1	2	4	0	0	0	6	0	4	1	0	2
LGR4	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LIN7C	0	2	0	13	1	0	2	0	5	1	0	2	2	1	1	2	0	0	0	0	1	4	2	1	4	0	10	3	0	1	10	1	1	1	1	6
BDNF-AS	0	0	0	5	0	0	2	0	1	1	0	0	6	2	0	5	2	0	1	0	0	4	4	2	0	5	1	2	0	2	3	2	2	0	4	8
AC104563.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDNF	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
CBX3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HSP90AA2P	0	1	2	2	1	0	0	1	1	1	1	0	1	0	3	4	1	2	0	0	1	1	1	1	1	1	2	1	1	0	4	0	2	2	1	0
AC090159.1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
METTL15	0	1	3	8	1	1	6	3	1	6	3	2	5	0	1	8	0	4	1	1	5	4	5	5	1	3	13	2	1	2	13	1	7	2	4	11
KIF18A	0	0	0	3	2	0	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0	3	1	0	0	0	0	1	0	0	1	2	0	0	0	1
AC023206.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090833.1	0	0	0	11	2	0	2	1	1	1	1	0	4	2	1	1	0	0	0	1	3	5	1	1	1	2	4	1	0	0	6	2	5	0	0	2
AC090791.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110058.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090124.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
LINC02546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107973.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL14EP	0	3	0	23	4	3	7	2	6	3	2	2	2	3	1	12	4	2	2	1	1	6	8	3	3	7	8	7	3	0	12	5	7	6	7	12
RPL12P30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPPED2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPPED2	0	0	0	3	1	1	0	1	0	0	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	2	4	0	0	0	6	0	1	1	0	1
DCDC1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1
DNAJC24	0	1	2	5	1	0	1	1	4	1	0	0	5	0	1	4	0	0	1	0	1	1	1	1	1	1	2	4	0	0	2	0	6	0	2	4
IMMP1L	0	3	2	8	1	2	2	0	1	0	0	2	2	6	0	8	2	2	0	0	1	4	5	1	1	2	5	1	0	0	9	0	1	3	2	5
ELP4	3	2	4	10	2	3	4	5	1	5	7	4	10	1	2	14	1	4	3	2	5	6	10	9	6	0	8	5	2	1	17	0	9	5	3	9
AC131571.1	0	0	0	6	0	0	1	1	1	0	0	0	3	1	1	6	2	0	0	0	1	1	1	1	0	0	2	0	0	2	2	2	1	0	1	1
AL035078.4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	2	0	0	0	1	0	1	0	0	3
AL035078.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RCN1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	1	0	0	2
AL078612.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
THEM7P	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WT1-AS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3M	2	3	3	47	8	4	23	5	11	5	6	4	8	10	6	24	2	2	3	3	6	11	18	15	5	10	21	7	3	8	42	3	15	3	8	19
HNRNPA3P9	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
CCDC73	0	0	0	2	0	0	3	0	1	1	0	0	0	0	0	2	0	0	1	0	0	4	0	0	1	1	1	0	0	0	1	0	0	1	0	4
PRRG4	0	2	0	16	0	0	3	1	5	0	0	2	2	1	5	5	2	1	6	0	0	3	5	0	0	2	11	3	0	0	5	3	0	0	3	4
QSER1	0	1	0	10	4	0	1	0	0	0	3	0	3	1	1	13	2	1	1	4	1	4	8	1	3	2	1	4	2	0	8	1	2	1	0	6
DEPDC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TCP11L1	0	3	1	10	1	2	2	1	3	1	0	0	3	3	1	6	1	4	0	1	0	5	6	1	2	0	4	0	0	1	11	1	3	0	1	2
LINC00294	0	0	1	1	0	1	0	0	0	2	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1
CSTF3-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
CSTF3	0	3	0	14	1	0	2	2	6	4	1	3	2	2	1	4	2	3	1	1	1	7	3	0	3	9	7	0	1	0	7	0	1	3	4	14
AL136126.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
HIPK3	1	6	8	45	16	6	25	11	10	8	10	4	13	4	6	32	8	9	7	6	7	8	19	13	14	10	24	14	4	3	27	4	11	15	8	23
KIAA1549L	0	0	0	3	1	0	1	0	2	0	0	0	0	0	1	1	1	0	1	1	0	2	1	0	1	1	7	0	1	0	4	0	3	1	0	1
AL133399.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL049629.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1
AL049629.2	2	3	1	22	2	0	15	4	4	4	5	0	12	0	1	18	4	3	2	0	4	9	8	5	4	4	20	2	4	4	16	4	5	2	2	20
CD59	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO3	2	0	0	4	1	1	6	1	0	0	2	3	3	2	0	3	0	1	0	0	4	3	5	1	0	1	3	0	0	2	2	3	2	2	3	7
LMO2	0	2	0	11	3	4	3	3	1	1	2	0	3	2	0	8	2	3	1	1	7	6	6	2	0	7	9	3	0	3	20	2	5	6	4	6
CAPRIN1	2	2	6	14	5	1	6	2	3	4	3	3	6	3	4	17	2	7	2	2	6	5	19	4	1	5	7	5	1	2	19	1	9	4	1	16
NAT10	0	1	0	6	1	2	1	1	0	0	1	0	2	0	4	1	2	2	0	3	1	0	5	0	0	2	6	2	1	1	3	0	2	0	1	3
ABTB2	0	0	0	3	1	1	1	1	0	0	2	1	1	1	0	3	0	0	0	1	0	1	1	0	1	0	2	1	1	0	1	1	1	4	1	1
CIR1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAT	3	3	4	89	5	7	21	12	9	12	11	8	28	16	9	39	4	14	11	5	14	18	34	10	10	19	41	18	9	6	50	7	25	22	10	54
ELF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PDHX	0	1	0	4	0	2	3	1	2	2	3	0	0	1	1	9	1	1	1	0	0	4	2	0	0	1	4	0	2	0	3	1	3	1	3	3
APIP	1	1	1	7	0	2	2	3	1	2	1	1	1	0	3	1	0	2	0	2	3	6	5	3	3	1	6	4	1	0	5	0	4	0	2	2
MIR1343	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AL356215.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD44	6	10	18	98	11	22	42	19	19	16	15	11	31	21	20	80	16	30	14	14	19	49	75	21	16	16	50	15	11	11	82	24	56	31	28	67
AL133330.1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CD44-AS1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0
AL133330.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090625.2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A2	1	0	1	34	3	2	14	3	5	0	3	1	11	5	2	18	5	3	7	3	3	17	16	3	4	6	18	7	2	4	25	7	16	5	9	28
PAMR1	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	2
FJX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TRIM44	2	6	7	16	5	4	7	3	3	2	8	1	3	3	5	18	2	6	0	1	0	10	14	5	5	2	11	5	4	5	21	6	6	12	1	8
LDLRAD3	2	1	1	4	0	0	2	0	1	0	0	0	0	0	1	2	1	0	0	0	3	1	1	0	0	0	1	0	0	0	1	0	2	0	0	3
AL136146.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC129502.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
COMMD9	0	0	1	18	0	1	9	0	1	1	0	0	3	0	0	11	1	0	3	2	0	5	3	1	0	1	9	1	0	3	11	1	2	2	2	6
PRR5L	1	2	1	10	1	1	3	3	4	2	2	4	3	2	2	6	3	2	2	1	4	6	3	2	2	0	10	3	2	1	3	0	2	0	1	1
AC087277.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009656.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
TRAF6	1	1	0	4	1	0	1	0	0	1	0	1	0	0	0	4	0	1	0	0	0	0	1	0	1	1	6	1	0	0	7	0	3	2	0	7
RAG1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf74	0	0	0	6	0	0	1	0	1	1	0	0	2	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	2	0
RAG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC021713.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
AC022796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC021723.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNU6-99P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC080100.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	1	0	1	0	0	0
AC090720.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
RNU6-365P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090138.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRC4C	1	0	0	7	0	0	3	2	0	0	0	1	2	0	0	4	1	1	1	0	0	2	5	0	1	1	5	0	0	1	7	0	1	1	2	1
AC021006.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AC079917.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HNRNPKP3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
API5	3	4	0	20	3	1	6	1	2	0	3	1	2	4	1	11	1	2	4	0	3	4	4	2	2	2	6	4	2	1	12	2	6	0	6	9
